post_id,member_id,group_id,timestamp,post_type,content
1871,4,103,2024-03-16T08:01:00,event_attendance,Liked previous post.
1872,6,103,2024-03-05T14:19:00,message,Important announcement coming soon.
1873,16,103,2024-09-17T05:26:00,like,Attended the session.
1874,17,101,2024-06-30T07:36:00,like,Liked previous post.
1875,15,105,2024-10-11T11:57:00,announcement,Attended the session.
1876,18,105,2024-07-10T15:02:00,like,Great meeting today!
1877,7,105,2024-06-19T02:13:00,event_attendance,Important announcement coming soon.
1878,6,105,2024-04-25T19:46:00,announcement,Important announcement coming soon.
1879,8,101,2024-07-15T12:19:00,announcement,Please pray for my family.
1880,7,102,2024-10-08T10:04:00,comment,Great meeting today!
1881,15,105,2024-02-26T23:31:00,comment,Please pray for my family.
1882,13,103,2024-08-07T04:05:00,prayer_request,Important announcement coming soon.
1883,4,101,2024-01-21T04:44:00,event_attendance,Please pray for my family.
1884,8,102,2024-04-14T09:22:00,event_attendance,Loved this!
1885,18,105,2024-10-17T15:19:00,message,Important announcement coming soon.
1886,13,104,2024-02-18T02:24:00,like,Loved this!
1887,8,103,2024-02-21T08:59:00,announcement,Attended the session.
1888,15,105,2024-05-05T11:56:00,announcement,Liked previous post.
1889,6,105,2024-06-25T09:24:00,like,Please pray for my family.
1890,5,101,2024-10-16T08:41:00,prayer_request,Great meeting today!
1891,14,103,2024-04-21T14:57:00,message,Please pray for my family.
1892,17,102,2024-06-25T10:45:00,like,Loved this!
1893,8,103,2024-02-11T06:02:00,message,Liked previous post.
1894,19,104,2024-04-17T12:00:00,comment,Attended the session.
1895,17,102,2024-08-29T02:07:00,comment,Great meeting today!
1896,19,101,2024-05-21T05:14:00,announcement,Please pray for my family.
1897,12,102,2024-10-17T17:18:00,event_attendance,Liked previous post.
1898,19,103,2024-05-07T22:18:00,like,Liked previous post.
1899,6,102,2024-10-06T01:07:00,like,Attended the session.
1900,5,105,2024-09-21T22:25:00,comment,Liked previous post.
1901,3,104,2024-01-05T14:06:00,message,Liked previous post.
1902,6,104,2024-07-19T07:58:00,message,Loved this!
1903,5,105,2024-07-19T00:46:00,announcement,Great meeting today!
1904,4,105,2024-10-12T21:51:00,like,Liked previous post.
1905,14,102,2024-01-02T13:23:00,like,Loved this!
1906,4,104,2024-08-12T16:05:00,comment,Loved this!
1907,12,101,2024-10-18T04:22:00,announcement,Great meeting today!
1908,20,101,2024-07-14T03:51:00,message,Loved this!
1909,15,101,2024-02-11T21:21:00,comment,Liked previous post.
1910,6,101,2024-07-23T23:00:00,like,Important announcement coming soon.
1911,10,105,2024-08-22T07:50:00,comment,Great meeting today!
1912,11,101,2024-03-04T22:50:00,announcement,Attended the session.
1913,12,104,2024-05-04T03:51:00,comment,Please pray for my family.
1914,11,105,2024-05-29T21:54:00,announcement,Please pray for my family.
1915,4,102,2024-09-05T03:06:00,event_attendance,Great meeting today!
1916,9,104,2024-03-14T00:43:00,announcement,Liked previous post.
1917,9,103,2024-04-02T02:30:00,message,Important announcement coming soon.
1918,10,105,2024-08-16T12:37:00,comment,Liked previous post.
1919,14,105,2024-07-29T02:03:00,like,Liked previous post.
1920,13,102,2024-01-05T00:25:00,announcement,Liked previous post.
1921,5,101,2024-06-15T11:34:00,prayer_request,Liked previous post.
1922,6,103,2024-08-23T01:26:00,prayer_request,Great meeting today!
1923,17,104,2024-09-26T20:01:00,announcement,Loved this!
1924,11,101,2024-07-23T02:21:00,announcement,Important announcement coming soon.
1925,13,105,2024-07-04T02:35:00,like,Please pray for my family.
1926,10,101,2024-10-05T10:36:00,like,Liked previous post.
1927,5,105,2024-02-21T08:57:00,prayer_request,Liked previous post.
1928,9,105,2024-07-20T21:26:00,event_attendance,Loved this!
1929,2,105,2024-01-19T20:59:00,prayer_request,Attended the session.
1930,1,105,2024-03-14T09:16:00,like,Attended the session.
1931,8,104,2024-07-11T09:40:00,comment,Attended the session.
1932,19,102,2024-05-26T07:36:00,like,Great meeting today!
1933,11,105,2024-05-15T07:32:00,like,Liked previous post.
1934,16,105,2024-04-05T17:53:00,comment,Attended the session.
1935,13,102,2024-05-31T02:06:00,comment,Loved this!
1936,2,101,2024-09-17T20:49:00,announcement,Great meeting today!
1937,18,104,2024-10-18T22:13:00,prayer_request,Please pray for my family.
1938,19,104,2024-08-03T11:46:00,prayer_request,Loved this!
1939,6,102,2024-09-20T08:35:00,comment,Important announcement coming soon.
1940,3,103,2024-10-16T05:03:00,like,Liked previous post.
1941,3,103,2024-03-04T13:16:00,prayer_request,Great meeting today!
1942,9,103,2024-06-18T05:44:00,message,Please pray for my family.
1943,16,103,2024-10-10T22:27:00,event_attendance,Important announcement coming soon.
1944,12,102,2024-01-29T11:36:00,comment,Loved this!
1945,12,103,2024-01-04T18:50:00,prayer_request,Great meeting today!
1946,14,101,2024-10-02T01:25:00,like,Loved this!
1947,17,102,2024-06-08T13:12:00,event_attendance,Please pray for my family.
1948,16,105,2024-07-17T08:49:00,prayer_request,Attended the session.
1949,9,101,2024-03-25T02:40:00,event_attendance,Liked previous post.
1950,3,104,2024-02-07T15:16:00,event_attendance,Loved this!
1951,5,104,2024-03-08T21:47:00,announcement,Important announcement coming soon.
1952,8,103,2024-10-15T03:03:00,event_attendance,Attended the session.
1953,12,101,2024-09-16T02:05:00,comment,Please pray for my family.
1954,11,101,2024-08-19T12:09:00,comment,Please pray for my family.
1955,14,104,2024-02-02T08:44:00,like,Please pray for my family.
1956,11,101,2024-04-02T08:42:00,prayer_request,Liked previous post.
1957,9,101,2024-02-01T03:41:00,comment,Loved this!
1958,1,105,2024-03-11T11:33:00,message,Attended the session.
1959,16,105,2024-06-11T10:48:00,prayer_request,Important announcement coming soon.
1960,13,104,2024-06-09T15:49:00,event_attendance,Loved this!
1961,13,104,2024-04-15T04:25:00,announcement,Important announcement coming soon.
1962,16,101,2024-10-11T14:32:00,comment,Great meeting today!
1963,9,105,2024-06-08T23:45:00,event_attendance,Important announcement coming soon.
1964,17,103,2024-03-22T14:54:00,comment,Important announcement coming soon.
1965,7,105,2024-04-12T22:54:00,event_attendance,Loved this!
1966,6,102,2024-10-11T09:48:00,message,Important announcement coming soon.
1967,5,102,2024-10-04T22:29:00,like,Liked previous post.
1968,15,102,2024-10-26T08:48:00,announcement,Liked previous post.
1969,1,104,2024-07-02T05:56:00,prayer_request,Liked previous post.
1970,4,101,2024-07-10T23:12:00,prayer_request,Attended the session.
1971,1,104,2024-09-14T12:13:00,like,Important announcement coming soon.
1972,3,105,2024-05-17T00:36:00,message,Please pray for my family.
1973,16,101,2024-02-29T02:16:00,prayer_request,Liked previous post.
1974,4,105,2024-01-10T01:17:00,announcement,Important announcement coming soon.
1975,7,101,2024-09-17T00:58:00,event_attendance,Liked previous post.
1976,5,101,2024-10-06T11:03:00,prayer_request,Attended the session.
1977,13,104,2024-04-18T06:32:00,prayer_request,Attended the session.
1978,6,102,2024-03-25T06:54:00,prayer_request,Great meeting today!
1979,2,105,2024-05-31T04:55:00,comment,Great meeting today!
1980,19,102,2024-04-26T17:57:00,event_attendance,Important announcement coming soon.
1981,6,102,2024-04-05T06:24:00,event_attendance,Loved this!
1982,18,105,2024-06-03T05:08:00,like,Attended the session.
1983,20,103,2024-06-11T03:37:00,message,Liked previous post.
1984,17,103,2024-09-06T22:55:00,comment,Important announcement coming soon.
1985,13,103,2024-10-21T21:38:00,like,Attended the session.
1986,1,102,2024-08-22T04:26:00,event_attendance,Please pray for my family.
1987,7,103,2024-05-03T00:24:00,announcement,Attended the session.
1988,18,104,2024-09-13T20:32:00,like,Please pray for my family.
1989,16,102,2024-09-11T13:01:00,announcement,Loved this!
1990,13,104,2024-03-30T01:49:00,like,Liked previous post.
1991,12,105,2024-05-25T01:58:00,message,Please pray for my family.
1992,8,102,2024-06-24T23:24:00,prayer_request,Loved this!
1993,7,104,2024-03-02T07:30:00,like,Please pray for my family.
1994,6,103,2024-10-26T17:55:00,announcement,Attended the session.
1995,7,105,2024-06-20T00:51:00,message,Liked previous post.
1996,17,105,2024-06-26T02:10:00,like,Loved this!
1997,19,105,2024-06-29T11:18:00,event_attendance,Important announcement coming soon.
1998,2,102,2024-10-23T11:58:00,message,Great meeting today!
1999,11,102,2024-02-01T19:49:00,comment,Liked previous post.
2000,19,101,2024-07-06T01:44:00,like,Please pray for my family.
